id,price1
2242,427.83728040713356
20532,313.12973864164803
10648,473.59026977539065
20677,811.1837247140068
12593,402.1160258207775
11159,474.14679467773436
10680,417.3544665527344
6433,2603.8786117645705
2794,264.4056724732786
11579,738.946677734375
13859,251.0138168334961
12260,473.2153283691406
18254,383.1901776123047
19453,474.6697998046875
8121,1009.7626831054688
9791,493.97316345214847
7402,1896.5524584960938
3205,297.0406158447266
14489,475.18906066894533
10607,548.3378723144531
3659,671.1221907552083
7625,311.837221883138
12862,1905.0549829101562
13985,431.7781439208984
10206,489.57809082031247
6889,1680.238330078125
17791,397.75269470214846
8920,2301.6378599330355
15762,449.0044250488281
9762,351.56049377441406
15247,961.0130700683594
14490,216.0000991821289
3545,381.260115275065
4122,492.5940002441406
9075,386.8309562470407
17580,451.8086309814453
15546,458.80801879882813
16679,284.9945707717169
7800,445.9334607747396
10314,253.59880828857422
20247,654.9582092285157
10068,1368.8482299804687
971,287.35628979492185
3832,405.9933477783203
6052,1667.6040063476562
12718,3056.0441601562497
11469,498.0359649658203
10655,360.3671126883371
5933,504.9852803548177
7000,606.6153705490851
18084,671.1221907552083
20918,3511.670304594494
16193,994.524227294922
6116,2482.8335205078124
7581,345.0363800048828
2214,399.07342529296875
19489,645.932978515625
2592,948.9537048339844
14541,948.9537048339844
5584,544.9516231282553
20002,479.0217119993179
341,2341.2545891927084
10363,504.18937500000004
12292,197.14049247233072
19769,414.97557352701824
4521,173.4888038330078
8402,367.3215478515625
8485,474.46233154296874
7561,454.92225138346356
9885,211.8624208577474
2582,446.0358636474609
8209,358.5099903215681
13611,548.8695983886719
13591,365.75506286621095
9676,553.7844473857576
13851,580.8577038574219
16691,474.4845477294922
17785,621.2672180175781
18685,381.69053653971355
3369,695.2640100097656
16066,604.7610278320312
3003,524.2045788574219
18981,201.76533996582032
13554,544.7372814941407
11588,413.616748046875
16379,1652.226064453125
12575,468.66754638671875
9249,251.0138168334961
15449,272.8158464936756
20597,403.02397399902344
12342,1170.1616137695314
9065,384.7612630208333
17968,426.1483100931186
17803,722.8885864257812
13495,540.80310546875
11078,1932.4655249023438
19475,641.0042846679687
19860,380.15947387695314
805,544.1607885742187
1,566.5421630859375
13151,473.3776263427734
4133,608.1434086100261
446,528.0843703206381
18830,1032.127078857422
7909,318.08396911621094
13969,1185.3008154296876
6901,2193.9327236328127
3961,3512.444345703125
10150,1491.0579492187499
4490,398.41531950451076
5897,280.0650276692709
20844,481.89986816406247
19011,506.83421627952936
18577,784.5397741699219
3555,940.7953173828125
15716,472.00970485142295
20324,494.2248504638672
18654,2778.77337890625
8184,298.4168495686849
4349,313.2330578613281
13737,336.53330688476564
10749,748.8958129882812
19921,427.652041015625
15467,480.73721953861303
10725,527.3760778808594
18354,450.7029632568359
153,897.0729370117188
8961,762.4676141764323
501,513.4407183837891
18332,227.57818705240882
4068,644.2329943847656
13206,450.77854919433594
15926,399.0215148925781
20705,349.7877624511719
